off_id,agribalyse_en,agribalyse_fr
en:palm-kernel-oil-and-fat,Palm oil,"Huile de palme, sans précision"
en:palm-oil,Palm oil,"Huile de palme, sans précision"
en:palm-oil,"Palm oil, refined",Huile de palme raffinée
en:palm-oil-and-fat,Palm oil,"Huile de palme, sans précision"
en:palm-or-palm-kernel-oil,Palm oil,"Huile de palme, sans précision"
en:palmaria-palmata,"Dulse (Palmaria palmata), dried or dehydrated","Dulse (Palmaria palmata), séchée ou déshydratée"
en:papaya,"Papaya, pulp, raw","Papaye, pulpe, crue"
en:paprika,Paprika,Paprika
en:paprika-paste,Paprika,Paprika
en:paprika-powder,Paprika,Paprika
en:parboiled-brown-long-grain-rice,"Rice, brown, raw","Riz complet, cru"
en:parboiled-long-grain-rice,"Rice, parboiled, raw","Riz blanc étuvé, cru"
en:parboiled-organic-long-grain-rice,"Rice, parboiled, raw","Riz blanc étuvé, cru"
en:parboiled-rice,"Rice, parboiled, raw","Riz blanc étuvé, cru"
en:parmesan,"Parmesan cheese, from cow's milk",Parmesan
en:parsley,"Parsley, dried","Persil, séché"
en:parsley,"Parsley, fresh","Persil, frais"
en:parsnip,"Parsnip, raw","Panais, cru"
en:partially-hydrogenated-palm-oil,Palm oil,"Huile de palme, sans précision"
en:partially-hydrogenated-sunflower-oil,Sunflower oil,Huile de tournesol
en:passion-fruit,"Passion fruit, pulp and pips, raw","Fruit de la passion ou maracudja, pulpe et pépins, cru"
en:passion-fruit-juice,"Passion fruit, pulp and pips, raw","Fruit de la passion ou maracudja, pulpe et pépins, cru"
en:pasta,"Dried pasta, raw","Pâtes sèches standard, crues"
en:pasta,"Dried egg pasta, raw","Pâtes sèches, aux œufs, crues"
en:pasta,"Dried pasta, gluten-free, raw","Pâtes sèches, sans gluten, crues"
en:pasta,"Fresh egg pasta, raw","Pâtes fraîches, aux œufs, crues"
en:pasteurised-cow-s-milk,"Milk, semi-skimmed, UHT","Lait demi-écrémé, UHT"
en:pasteurised-cow-s-milk,"Milk, whole, UHT","Lait entier, UHT"
en:pasteurised-free-range-egg-yolk,"Egg yolk, raw","Oeuf, jaune (jaune d'oeuf), cru"
en:pasteurised-goat-milk,"Goat milk, whole, raw","Lait de chèvre, entier, cru"
en:pasteurised-goat-milk,"Goat milk, half skimmed, UHT pasteurized","Lait de chèvre, demi-écrémé, UHT"
en:pasteurised-goat-milk,"Goat milk, whole, UHT","Lait de chèvre, entier, UHT"
en:pasteurised-milk,"Milk, semi-skimmed, pasteurised","Lait demi-écrémé, pasteurisé"
en:pasteurised-milk,"Milk, skimmed, pasteurised","Lait écrémé, pasteurisé"
en:pasteurised-milk,"Milk, whole, pasteurised","Lait entier, pasteurisé"
en:pasteurised-powdered-egg-white,"Egg white, powder","Oeuf, blanc (blanc d'oeuf), en poudre"
en:pasteurised-semi-skimmed-cow-s-milk,"Milk, semi-skimmed, pasteurised","Lait demi-écrémé, pasteurisé"
en:pasteurised-whole-cow-s-milk,"Milk, whole, pasteurised","Lait entier, pasteurisé"
en:pasteurised-whole-milk,"Milk, whole, pasteurised","Lait entier, pasteurisé"
en:pasteurized-butter,"Butter, 82% fat, unsalted","Beurre à 82% MG, doux"
en:pasteurized-lemon-juice,"Lemon or lime base, for beverage, without sugar (to be diluted)","Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés"
en:pasteurized-orange-juice,"Orange juice, home-made","Jus d'orange, maison"
en:pasteurized-semi-skimmed-milk,"Milk, semi-skimmed, pasteurised","Lait demi-écrémé, pasteurisé"
en:pasteurized-sheeps-milk,"Sheep milk, whole","Lait de brebis, entier"
en:pasteurized-skimmed-milk,"Milk, skimmed, pasteurised","Lait écrémé, pasteurisé"
en:pea,"Garden peas, raw","Petits pois, crus"
en:peach,"Peach, pulp and peel, raw","Pêche, pulpe et peau, crue"
en:peanut,Peanut,Cacahuète ou Arachide
en:peanut-oil,Peanut oil,Huile d'arachide
en:pear,"Pear, peeled, raw","Poire, pulpe, crue"
en:pear-juice-from-concentrate,"Pear, peeled, raw","Poire, pulpe, crue"
en:pearl-barley,"Pearled barley, raw","Orge perlée, crue"
en:pecan-nut,Pecan nut,Noix de pécan
en:peeled-tomatoes,"Tomato, peeled, canned, drained","Tomate, pelée, appertisée, égouttée"
en:peppercorns,"Grey pepper, powder","Poivre gris, poudre"
en:peppermint,"Mint, fresh","Menthe, fraîche"
en:petit-beurre,Butter biscuit (cookie),Biscuit sec petit beurre
en:pine-nuts,Pine nuts,Pignon de pin
en:pineapple,"Pineapple, pulp, raw","Ananas, pulpe, cru"
en:pineapple-juice,"Pineapple, pulp, raw","Ananas, pulpe, cru"
en:pink-grapefruit,"Grapefruit, red or pink, pulp, raw","Pomelo (dit Pamplemousse) rose, pulpe, cru"
en:pink-grapefruit-juice,"Grapefruit, pulp, raw","Pomelo (dit Pamplemousse), pulpe, cru"
en:pink-grapefruit-juice-from-concentrate,"Grapefruit, pulp, raw","Pomelo (dit Pamplemousse), pulpe, cru"
en:pink-grapefruit-juice-from-concentrate,"Pummelo, pulp, raw","Pamplemousse chinois, pulpe, cru"
en:pink-grapefruit-juice-from-concentrate,"Grapefruit, red or pink, pulp, raw","Pomelo (dit Pamplemousse) rose, pulpe, cru"
en:pink-grapefruit-juice-from-concentrate,"Grapefruit, yellow, pulp, raw","Pomelo (dit Pamplemousse) jaune, pulpe, cru"
en:pink-salmon,"Salmon, canned, drained","Saumon, appertisé, égoutté"
en:pistachio-nuts,"Pistachio nut, grilled","Pistache, grillée"
en:pitted-dried-apricots,"Apricot, pitted, dried","Abricot, dénoyauté, sec"
en:pomegranate,"Pomegranate, pulp and pips, raw","Grenade, pulpe et pépins, crue"
en:pomegranate-juice,"Pomegranate, pulp and pips, raw","Grenade, pulpe et pépins, crue"
en:poppy-seed,"Poppy, seed","Pavot, graine"
en:pork,"Pork loin, raw","Porc, longe, crue"
en:pork,"Pork fat, raw","Lard gras, cru"
en:pork,"Pork, knuckle or shank, raw","Porc, jarret, cru"
en:pork,"Pork, shoulder, raw","Porc, épaule, crue"
en:pork,"Pork on skewer, raw","Brochette de porc, crue"
en:pork,"Pork, belly, raw","Porc, poitrine, crue"
en:pork-gelatin,"Gelatine, dried","Gélatine, sèche"
en:pork-liver,"Pork, belly, flank removed, raw","Porc, poitrine cutter, sans mouille, crue"
en:pork-liver,"Pork, belly, raw","Porc, poitrine, crue"
en:pork-meat,"Sausage meat, pure pork, raw","Chair à saucisse, pur porc, crue"
en:pork-rind,"Pork, rind, raw","Porc, couenne, crue"
en:pork-tongue,"Tongue, pork, raw","Langue, porc, crue"
en:potato,"New potato, raw","Pomme de terre nouvelle, crue"
en:potato,"Potato, peeled, raw","Pomme de terre, sans peau, crue"
en:potato-flakes,"Potato flakes, dehydrated, plain","Pomme de terre, flocons déshydratés, nature"
en:potato-starch,"Potato, peeled, raw","Pomme de terre, sans peau, crue"
en:poultry,"Poultry, minced meat",Haché de volaille
en:poultry-broth,"Broth, stock or bouillon, vegetables, dehydrated and reconstituted","Bouillon de légumes, déshydraté reconstitué"
en:poultry-fat,Goose fat,Graisse d'oie
en:poultry-liver,"Liver, poultry, raw","Foie, volaille, cru"
en:poultry-meat,"Poultry, minced meat",Haché de volaille
en:pouting,"Pouting, raw","Tacaud, cru"
en:powdered-almonds,"Almond, peeled, unpeeled or blanched","Amande, mondée, émondée ou blanchie"
en:powdered-egg-white,"Egg white, powder","Oeuf, blanc (blanc d'oeuf), en poudre"
en:precooked-chicken-meat,"Chicken leg, meat, roasted/baked","Poulet, cuisse, viande, rôti/cuit au four"
en:precooked-chicken-meat,"Chicken leg, meat, boiled/cooked in water","Poulet, cuisse, viande, bouilli/cuit à l'eau"
en:precooked-parboiled-whole-grain-brown-rice,"Rice, brown, raw","Riz complet, cru"
en:precooked-tuna,"Tuna, roasted/baked","Thon, rôti/cuit au four"
en:prepared-sauce,"Kebab sauce, prepacked","Sauce kebab, préemballée"
en:prepared-sauce,"Sauce, pesto, prepacked","Sauce pesto, préemballée"
en:prepared-sauce,Prepared rice salad,Salade de riz
en:prepared-sauce,"Bechamel sauce, prepacked","Sauce béchamel, préemballée"
en:prepared-sauce,Cream sauce,Sauce à la crème
en:prepared-sauce,"Sauce, butter, prepacked","Sauce au beurre, préemballée"
en:prepared-sauce,"Barbecue sauce, prepacked","Sauce barbecue, préemballée"
en:prepared-sauce,"Curry sauce, prepacked","Sauce au curry, préemballée"
en:prepared-sauce,"Mushroom sauce, prepacked","Sauce aux champignons, préemballée"
en:prepared-sauce,Mustard sauce prepacked,"Sauce moutarde, préemballée"
en:prepared-sauce,"Sauce, pepper, prepacked","Sauce au poivre, condimentaire, froide, préemballée"
en:preserved-chili-pepper,"Chili pepper, raw","Piment, cru"
en:provolone,"Provolone cheese, from cow's milk",Provolone
en:prune,"Greengage plum, raw","Prune Reine-Claude, crue"
en:prune,"Plum, raw","Prune, crue"
en:puffed-cereal,"Breakfast cereals, puffed/popped cereals, wholemeal, fortified with vitamins and chemical elements","Céréales complètes soufflées, enrichies en vitamines et minéraux"
en:puffed-cereal,"Breakfast cereals, mix of puffed or extruded cereals, fortified with vitamins and chemical elements","Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux"
en:pumpkin,"Pumpkin (cucurbita moschata), pulp, raw","Courge musquée, pulpe, crue"
en:pumpkin,"Sweet green hokkaido squash, pulp, raw","Courge hokkaïdo, pulpe, crue"
en:pumpkin,"Pumpkin, raw","Potiron, cru"
en:pumpkin,"Squash, all types, raw","Courge, crue"
en:pumpkin,"Squash, melonnette jaspée from Vendée, pulp, raw","Courge melonnette, pulpe, crue"
en:pumpkin,"Squash, butternut, pulp, raw","Courge doubeurre (butternut), pulpe, crue"
en:pumpkin,"Pumpkin, pulp, raw","Citrouille, pulpe, crue"
en:pumpkin,"Squash, spaghetti, pulp, raw","Courge spaghetti, pulpe, crue"
en:pure-apple-juice,"Apple juice, pure juice","Jus de pomme, pur jus"
en:pure-cocoa-butter,Cocoa butter,Beurre de cacao
en:pure-fynbos-honey,Honey,Miel
en:pure-honey,Honey,Miel
en:pure-vanilla-extract,"Vanilla, aqueous extract","Vanille, extrait aqueux"
en:pure-vanilla-extract,"Vanilla, alcoholic extract","Vanille, extrait alcoolique"
en:quince,"Quince, raw","Coing, cru"
en:quinoa,"Quinoa, raw","Quinoa, cru"
en:rabbit,"Rabbit, meat, raw","Lapin, viande crue"
en:rabbit,"Rabbit, wild, meat, raw","Lapin de garenne, viande, crue"
en:rabbit-meat,"Rabbit, meat, raw","Lapin, viande crue"
en:rabbit-meat,"Rabbit, wild, meat, raw","Lapin de garenne, viande, crue"
en:raclette,"Raclette cheese, from cow's milk",Raclette (fromage)
en:radicchio,"Red endive, raw","Chicorée rouge, crue"
en:radish,"Radish, raw","Radis rouge, cru"
en:rainbow-shrimp,"Shrimp or prawn, cooked","Crevette, cuite"
en:rainbow-trout,"Rainbow trout, raw, farmed","Truite arc en ciel, crue, élevage"
en:raisin,Raisin,"Raisin, sec"
en:raising-agent,Baking powder or raising agent,Levure chimique ou Poudre à lever
en:rapeseed-lecithin,Rapeseed oil,Huile de colza
en:rapeseed-oil,Rapeseed oil,Huile de colza
en:raspberry,"Raspberry, raw","Framboise, crue"
en:raspberry-liqueur,Liqueur,Liqueur
en:raspberry-puree,"Raspberry, raw","Framboise, crue"
en:ravioli,"Fresh pasta, stuffed with cheese (e.g. ravioli), raw","Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, crues"
en:ravioli,"Fresh pasta, stuffed with meat (e.g. bolognese-style ravioli), raw","Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), crues"
en:ravioli,"Fresh pasta, stuffed with cheese and vegetables (e.g. ravioli), raw","Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, crues"
en:ravioli,"Fresh pasta, stuffed with vegetables (e.g. ravioli), raw","Pâtes fraîches farcies (ex : ravioli), aux légumes, crues"
en:raw-goat-s-milk,"Goat milk, whole, raw","Lait de chèvre, entier, cru"
en:raw-ham,"Cured ham, raw",Jambon cru
en:raw-honey,Honey,Miel
en:raw-sheeps-milk,"Sheep milk, whole","Lait de brebis, entier"
en:reblochon,"Reblochon cheese, from cow's milk",Reblochon
en:reconstituted-butter,"Butter, 82% fat, unsalted","Beurre à 82% MG, doux"
en:reconstituted-skimmed-milk,"Milk, skimmed, pasteurised","Lait écrémé, pasteurisé"
en:red-beans,"Red kidney bean, dried","Haricot rouge, sec"
en:red-beetroot,"Beetroot, raw","Betterave rouge, crue"
en:red-cabbage,"Red cabbage, raw","Chou rouge, cru"
en:red-cargo-rice,"Rice, red, raw","Riz rouge, cru"
en:red-chili-pepper,"Chili pepper, raw","Piment, cru"
en:red-kuri-squash,"Red kuri squash, pulp, raw","Potimarron, pulpe, cru"
en:red-lentils,"Lentil, pink or red, dried","Lentille corail, sèche"
en:red-onion,"Onion, raw","Oignon, cru"
en:red-bell-pepper,"Sweet pepper, red, raw","Poivron rouge, cru"
en:red-quinoa,"Quinoa, raw","Quinoa, cru"
en:red-rice,"Rice, red, raw","Riz rouge, cru"
en:red-wine,"Wine, red, 12°",Vin rouge 12°
en:red-wine,"Wine, red, 13°",Vin rouge 13°
en:red-wine,"Wine, red, 11°",Vin rouge 11°
en:red-wine,"Wine, red, 10°",Vin rouge 10°
en:red-wine-from-france,"Wine, red, 12°",Vin rouge 12°
en:red-wine-from-france,"Wine, red, 13°",Vin rouge 13°
en:red-wine-from-france,"Wine, red, 11°",Vin rouge 11°
en:red-wine-from-france,"Wine, red, 10°",Vin rouge 10°
en:red-wine-vinegar,Vinegar,Vinaigre
en:redcurrant,"Red currant, raw","Groseille, crue"
en:refined-sunflower-oil,Sunflower oil,Huile de tournesol
en:rehydrated-egg-white,"Egg white, raw","Oeuf, blanc (blanc d'oeuf), cru"
en:rehydrated-garlic,"Garlic, fresh","Ail, cru"
en:rhubarb,"Rhubarb, stalk, raw","Rhubarbe, tige, crue"
en:rice,"Rice, raw","Riz blanc, cru"
en:rice-flour,Rice flour,Farine de riz
en:ricotta,"Processed cheese, around 20% fat, in wedges or cubes",Fromage fondu en portions ou en cubes environ 20% MG
en:ricotta,"Coulommiers cheese, from cow's milk",Coulommiers
en:ricotta,"Feta-type cheese from cow's milk, in oil and spices","Fromage type feta, au lait de vache, à l'huile et aux aromates"
en:ricotta,"Camembert cheese, from cow's milk","Camembert, sans précision"
en:ricotta,"Brie de Melun cheese, from cow's milk",Brie de Melun
en:ricotta,"Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pané-type cheese)","Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)"
en:ricotta,"Cheese, dry, from goat's milk",Fromage de chèvre sec
en:ricotta,"Maroilles ""laitier"" cheese",Maroilles laitier
en:ricotta,"Crottin de Chavignol cheese, from goat's milk",Crottin de Chavignol (fromage de chèvre)
en:ricotta,"Carré de l'Est cheese, from cow's milk",Carré de l'Est
en:ricotta,"Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse
en:ricotta,"Processed cheese, in slices",Fromage fondu en tranchettes
en:ricotta,"Brie de Meaux cheese, from cow's milk",Brie de Meaux
en:ricotta,"Soft-ripened cheese, triple cream, around 40% fat",Fromage à pâte molle triple crème environ 40% MG
en:ricotta,"Hard cheese, emmental-type cheese, reduced fat","Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse"
en:ricotta,"Corsica soft ripened cheese, from ewe's milk",Fromage de brebis Corse à pâte molle
en:ricotta,"Soft-ripened cheese, double cream, around 30% fat",Fromage à pâte molle double crème environ 30% MG
en:ricotta,"Bresse blue cheese, from cow's milk",Fromage bleu de Bresse
en:ricotta,"Chaource cheese, from cow's milk",Chaource
en:ricotta,"Raclette cheese, from cow's milk",Raclette (fromage)
en:ricotta,Feta-type cheese from cow's milk,"Fromage type feta, au lait de vache"
en:ricotta,"Soft -ripened washed, bloomy and coloured rind cheese",Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée
en:ricotta,"Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse
en:ricotta,"Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse
en:ricotta,"Camembert cheese, from cow's milk, from raw milk",Camembert au lait cru
en:ricotta,"Brie cheese, from cow's milk","Brie, sans précision"
en:ricotta,"Blue cheese, from cow's milk",Fromage bleu au lait de vache
en:ricotta,Soft-ripened cheese with bloomy rind (Camembert-type cheese),Fromage à pâte molle et croûte fleurie (type camembert)
en:ricotta,"Cheese, semi-dry, from goat's milk",Fromage de chèvre demi-sec
en:ricotta,"Auvergne blue cheese, from cow's milk",Fromage bleu d'Auvergne
en:ricotta,"Cheese, buche, from goat's milk, light","Fromage de chèvre bûche, allégé en matière grasse"
en:roasted-peanuts,"Peanut, grilled","Cacahuète, grillée"
en:rocket,"Roman rocket, raw","Roquette, crue"
en:romaine-lettuce,"Cos or romaine lettuce, raw","Laitue romaine, crue"
en:roquefort,"Roquefort cheese, from ewe's milk",Roquefort
en:rose-wine,"Wine, rose, 11°",Vin rosé 11°
en:rosemary,"Rosemary, fresh","Romarin, frais"
en:rutabaga,"Rutabaga or Swede, raw","Rutabaga, cru"
en:rye,"Barley, whole, raw","Orge entière, crue"
en:rye-bran,Wheat bran,Son de blé
en:rye-bread,"Rye bread, and wheat","Pain de seigle, et froment"
en:rye-flour,"Rye flour, type 170",Farine de seigle T170
en:rye-flour,"Rye flour, type 85",Farine de seigle T85
en:rye-flour,"Rye flour, type 130",Farine de seigle T130
en:saffron,Saffron,Safran
en:sage,"Sage, fresh","Sauge, fraîche"
en:saithe,"Saithe, raw","Lieu noir, cru"
en:salad,"Mesclun or salads, mix of baby leaves","Mesclun ou salade, mélange de jeunes pousses"
en:salad,"Green salad, raw, without seasoning","Salade verte, crue, sans assaisonnement"
en:salmon,"Salmon, raw, farmed","Saumon, cru, élevage"
en:salsify,"Salsify, black, raw","Salsifis noir, cru"
en:salt,"Salt, white, for human consumption (sea, igneous or rock), no enrichment","Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)"
en:salt,"Sea salt, grey, no enrichment","Sel marin gris, non iodé, non fluoré"
en:salt,"Salt, white, for human consumption (sea, igneous or rock), iodine added, no other enrichment","Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)"
