OFF_FR,CIQUAL_FR,CIQUAL_INDEX_FR,OFF_EN,CIQUAL_EN,OFF_ID,CIQUAL_ID
Chinchard,"Chinchard, cru","Chinchard, cru",Jack mackarels,"Horse mackerel, raw",en:jack-mackerels,26113
Chinchard,"Chinchard gras, cru","Chinchard gras, cru",Jack mackarels,"Horse mackerel, oily (autumn, winter), raw",en:jack-mackerels,26236
Chinchard,"Chinchard maigre, cru","Chinchard maigre, cru",Jack mackarels,"Horse mackerel, lean (spring, summer), raw",en:jack-mackerels,26235
Topinambour,"Topinambour, cru","Topinambour, cru",Jerusalem artichoke,"Jerusalem artichoke, raw",en:jerusalem-artichoke,20196
Jus,Jus de fruits (aliment moyen),Jus de fruits,Juice,Fruit juice (average),en:juice,2004
Chou frisé,"Chou frisé, cru","Chou frisé, cru",Kale,"Curly kale, raw",en:kale,20218
Kéfir,Kéfir,Kéfir,Kefir,Kefir,en:kefir,19865
Ketchup,Ketchup,Ketchup,Ketchup,Ketchup,en:ketchup,11008
Kiwi,"Kiwi, pulpe et graines, cru",Kiwi,Kiwi,"Kiwi fruit, pulp and seeds, raw",en:kiwi,13021
Kombu,"Kombu breton (Laminaria digitata), séchée ou déshydratée",Kombu,Kombu,"Tangle (Laminaria digitata), dried or dehydrated",en:kombu,20991
Kombu,"Kombu royal (Saccharina latissima), séchée ou déshydratée",Kombu,Kombu,"Sea belt (Saccharina latissima), dried or dehydrated",en:kombu,20986
Kombu,"Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée",Kombu,Kombu,"Kombu or Japanese kelp (Laminaria japonica), dried or dehydrated",en:kombu,20990
Agneau,"Agneau, côtelette, crue",Côtelette d'agneau,Lamb,"Lamb, cutlet, raw",en:lamb,21500
Agneau,"Agneau, épaule, maigre, crue",Epaule d'agneau,Lamb,"Lamb, shoulder, lean, raw",en:lamb,21505
Agneau,"Agneau, collier, cru",Collier d'agneau,Lamb,"Lamb, neck, raw",en:lamb,21514
Agneau,"Agneau, selle, crue",Selle d'agneau,Lamb,"Lamb, saddle, raw",en:lamb,21515
Agneau,"Agneau, côte filet, crue",Côte d'agneau,Lamb,"Lamb, chop fillet, raw",en:lamb,21516
Agneau,"Agneau, côte première, crue",Côte d'agneau,Lamb,"Lamb, rib chop, raw",en:lamb,21517
Agneau,"Agneau, côte ou côtelette, crue (aliment moyen)",Agneau,Lamb,"Lamb, chop, raw (average)",en:lamb,21521
Agneau,"Agneau, gigot, cru",Gigot d'agneau,Lamb,"Lamb, leg, raw",en:lamb,21502
Agneau,"Agneau, épaule, crue",Epaule d'agneau,Lamb,"Lamb, shoulder, raw",en:lamb,21504
,"Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée",Kombu,Laminaria,"Kombu or Japanese kelp (Laminaria japonica), dried or dehydrated",en:laminaria,20990
,"Kombu breton (Laminaria digitata), séchée ou déshydratée",Kombu,Laminaria,"Tangle (Laminaria digitata), dried or dehydrated",en:laminaria,20991
Saindoux,Saindoux,Saindoux,Lard,Lard or pork fat,en:lard,16520
Miel de lavande,Miel,Miel,Lavander honey,Honey,en:lavander-honey,31008
Miel de lavande de Provence,Miel,Miel,Lavander honey from the Provence,Honey,en:lavander-honey-from-the-provence,31008
Séré maigre,"Lait fermenté à boire, nature, maigre","Lait ribot, Yorik",Lean stern,"Fermented milk drink, plain, skimmed milk",en:lean-stern,19801
Poireau,"Poireau, cru","Poireau, cru",Leek,"Leek, raw",en:leek,20039
Légumineuse,"Légume sec, cuit (aliment moyen)",Légumineuse,Legume,"Legume, cooked (average)",en:legume,20700
Citron,"Citron, pulpe, cru",Citron,Lemon,"Lemon, pulp, raw",en:lemon,13009
Citron,"Citron, zeste, cru",Citron zeste,Lemon,"Lemon zest, raw",en:lemon,13125
Citron,"Citron vert ou Lime, pulpe, cru",Citron vert,Lemon,"Lime, pulp, raw",en:lemon,13067
Écorces de citron vert,"Citron, zeste, cru",Citron zeste,,"Lemon zest, raw",de:limettenschale,13125
Zeste d'orange,"Citron, zeste, cru",Citron zeste,Orange zest,"Lemon zest, raw",en:orange-zest,13125
Jus de citron,"Jus de citron, maison",Jus de citron,Lemon juice,"Lemon juice, home-made",en:lemon-juice,2007
Jus de citron,"Jus de citron, pur jus",Jus de citron,Lemon juice,"Lemon juice, pure juice",en:lemon-juice,2028
Jus de citron,"Jus de citron vert, maison",Jus de citron vert,Lemon juice,"Lime juice, home-made",en:lemon-juice,2030
Jus de citron,"Jus de citron vert, pur jus",Jus de citron vert,Lemon juice,"Lime juice, pure juice",en:lemon-juice,2031
Jus de citron à base de concentré,"Jus de citron, pur jus",Jus de citron,Lemon juice from concentrate,"Lemon juice, pure juice",en:lemon-juice-from-concentrate,2028
Jus de citron à base de concentré,"Jus d'orange, à base de concentré",Jus d'orange,Lemon juice from concentrate,"Orange juice, reconstituted from a concentrate",en:lemon-juice-from-concentrate,2012
Zeste de citron,"Citron, zeste, cru",Citron zeste,Lemon peel,"Lemon zest, raw",en:lemon-peel,13125
Pulpe de citron,"Citron, pulpe, cru",Citron,Lemon pulpe,"Lemon, pulp, raw",en:lemon-pulpe,13009
Pulpe de citron,"Citron vert ou Lime, pulpe, cru",Citron vert,Lemon pulpe,"Lime, pulp, raw",en:lemon-pulpe,13067
Purée de citron,"Citron, pulpe, cru",Citron,Lemon puree,"Lemon, pulp, raw",en:lemon-puree,13009
Limonade,"Limonade, sucrée",Limonade,Lemonade,"Lemonade, with sugar",en:lemonade,18010
Limonade,"Limonade, sucrée, avec édulcorants",Limonade édulcorée,Lemonade,"Lemonade, with sugar and artificial sweetener(s)",en:lemonade,18016
Limonade,"Limonade, non sucrée, avec édulcorants",Limonade édulcorée,Lemonade,"Lemonade, without sugar, with artificial sweetener(s)",en:lemonade,18035
Lentilles,"Lentille, sèche","Lentille, sèche",Lentils,"Lentil, dried",en:lentils,20504
Laitue,"Laitue, crue",Laitue,Lettuce,"Lettuce, raw",en:lettuce,20031
Crème légère,"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais","Crème de lait, 15 à 20% MG, légère, épaisse",Light cream,"Thick cream, light, 15-20% fat, refrigerated",en:light-cream,19431
Crème légère,"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT","Crème de lait, 15 à 20% MG, légère, liquide, UHT",Light cream,"Liquid cream, light, 15-20% fat, UHT",en:light-cream,19430
Citron vert,"Citron vert ou Lime, pulpe, cru",Citron vert,Lime,"Lime, pulp, raw",en:lime,13067
Jus de citron vert,"Jus de citron vert, pur jus",Jus de citron vert,Lime juice,"Lime juice, pure juice",en:lime-juice,2031
Jus de citron vert,"Jus de citron vert, maison",Jus de citron vert,Lime juice,"Lime juice, home-made",en:lime-juice,2030
Myrtille rouge,"Myrtille, crue",Myrtille,Lingonberry,"Blueberry, raw",en:lingonberry,13028
Huile de lin,Huile de lin,Huile de lin,Linseed oil,Linseed oil,en:linseed-oil,17180
Liqueur,Liqueur,Liqueur,Liqueur,Liqueur,en:liqueur,1003
Vin de liqueur,Kir (au vin blanc),Kir,Liqueur wine,Kir (Cocktail of white wine with red fruit liqueur),en:liqueur-wine,1018
Blanc d'œuf liquide,"Oeuf, blanc (blanc d'oeuf), cru","Blanc d'oeuf, cru",Liquid egg white,"Egg white, raw",en:liquid-egg-white,22001
Jaune d'œuf liquide,"Oeuf, jaune (jaune d'oeuf), cru","Jaune d'oeuf, cru",Liquid egg yolk,"Egg yolk, raw",en:liquid-egg-yolk,22002
Miel-liquide,Miel,Miel,Liquid honey,Honey,en:liquid-honey,31008
Sucre liquide,Sucre blanc,Sucre,Liquid sugar,"Sugar, white",en:liquid-sugar,31016
Homard,"Homard, cru","Homard, cru",Lobster,"Lobster, raw",en:lobster,10010
Riz Basmati long grain,"Riz thaï ou basmati, cru","Riz thaï ou basmati, cru",Long grain basmati rice,"Basmati rice, raw",en:long-grain-basmati-rice,9119
Riz long grain blanc,"Riz blanc, cru","Riz blanc, cru",Long grain white rice,"Rice, raw",en:long-grain-white-rice,9100
Lait maigre,"Lait fermenté à boire, nature, maigre","Lait ribot, Yorik",Low-fat milk,"Fermented milk drink, plain, skimmed milk",en:low-fat-milk,19801
Eau minérale naturelle de Luchon,"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)",Luchon,Luchon natural mineral water,"Mineral still water (Luchon), bottled, lightly mineralized",en:luchon-natural-mineral-water,76025
Lupin,"Lupin, graine crue","Lupin, graine",Lupin,"lupin grain, raw",en:lupin,20534
Litchi,"Litchi, pulpe, cru",Litchi,Lychee,"Lychee, pulp, raw",en:lychee,13023
Maasdam,Fromage à pâte ferme environ 27% MG type Maasdam,Maasdam,Maasdam,"Firm cheese, around 27% fat, Maasdam-type cheese",en:maasdam,12741
Maasdam,Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,Masdaam allégé,Maasdam,"Firm cheese, around 14% fat, Maasdam-type cheese, reduced fat",en:maasdam,12705
Noix de macadamia,Noix de macadamia,Noix de macadamia,Macademia nut,Macadamia nut,en:macadamia-nut,15027
Maquereau,"Maquereau, cru","Maquereau, cru",Mackarel,"Mackerel, raw",en:mackerel,26051
Vinaigre de malt,Vinaigre,Vinaigre,Malt vinegar,Vinegar,en:malt-vinegar,11018
Farine de blé maltée,Farine de blé tendre ou froment T150,Farine de blé T150,Malted wheat flour,"Wheat flour, type 150",en:malted-wheat-flour,9415
Farine de blé maltée,Farine de blé tendre ou froment T110,Farine de blé T110,Malted wheat flour,"Wheat flour, type 110",en:malted-wheat-flour,9410
Farine de blé maltée,Farine de blé tendre ou froment T65,Farine de blé T65,Malted wheat flour,"Wheat flour, type 65",en:malted-wheat-flour,9435
Farine de blé maltée,Farine de blé tendre ou froment T55 (pour pains),Farine de blé T55 (pour pains),Malted wheat flour,"Wheat flour, type 55 (for bread)",en:malted-wheat-flour,9436
Farine de blé maltée,Farine de blé tendre ou froment avec levure incorporée,Farine de blé tendre ou froment avec levure incorporée,Malted wheat flour,"Wheat flour, self-raising",en:malted-wheat-flour,9437
Farine de blé maltée,Farine de blé tendre ou froment T45 (pour pâtisserie),Farine de blé T45 (pour pâtisserie),Malted wheat flour,"Wheat flour, type 55 (for pastry)",en:malted-wheat-flour,9440
Farine de blé maltée,Farine de blé tendre ou froment T80,Farine de blé T80,Malted wheat flour,"Wheat flour, type 80",en:malted-wheat-flour,9445
,Sirop d'érable,Sirop d'érable,Maltose syrup,"Syrup, maple",en:maltose-syrup,31034
Mandarine,"Clémentine ou Mandarine, pulpe, crue",Clémentine mandarine,Mandarin,"Clementine or Mandarin orange, pulp, raw -> ARCHIVE",en:mandarin,13024
Mangue,"Mangue, pulpe, crue",Mangue,Mango,"Mango, pulp, raw",en:mango,13025
Huile de noyaux de mangue,Huile végétale (aliment moyen),Huile,Mango kernel oil,Vegetable oil (average),en:mango-kernel-oil,17001
Purée de mangue,"Mangue, pulpe, crue",Mangue,Mango puree,"Mango, pulp, raw",en:mango-puree,13025
Miel de Manuka,Miel,Miel,Manuka honey,Honey,en:manuka-honey,31008
Sirop d'érable,Sirop d'érable,Sirop d'érable,Maple syrup,"Syrup, maple",en:maple-syrup,31034
Margarine,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3","Margarine demi-sel, oméga 3",Margarine,"Vegetable fat (margarine type), spreadable, 50-63% fat, light, lightly salted, rich in omega 3",en:margarine,16740
Margarine,"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",Margarine,Margarine,"Vegetable fat (margarine type), 60% fat, unsalted, sunflowerseed",en:margarine,16654
Margarine,"Matière grasse végétale (type margarine) à 70% MG, doux",Margarine,Margarine,"Vegetable fat (margarine type), 70% fat, unsalted",en:margarine,16616
Margarine,"Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)",Margarine,Margarine,"Fat spreadfat content unknown, unsalted (average)",en:margarine,16725
Margarine,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux",Margarine,Margarine,"Vegetable fat (margarine type), spreadable, 30-40% fat, light, unsalted",en:margarine,16733
Margarine,"Matière grasse végétale ou margarine, 80% MG, doux",Margarine,Margarine,"Vegetable fat (margarine type), 80% fat, unsalted",en:margarine,16615
Margarine,"Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen)",Margarine,Margarine,"Vegetable fat (margarine type), spreadable, fat content unknown, light, unsalted",en:margarine,16719
Margarine,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3","Margarine, oméga 3",Margarine,"Vegetable fat (margarine type), spreadable, 30-40% fat, light, unsalted, rich in omega 3",en:margarine,16736
Margarine,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3","Margarine, oméga 3",Margarine,"Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted, rich in omega 3",en:margarine,16737
Margarine,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal",Pro activ cuisine,Margarine,"Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted, with plant sterols esters",en:margarine,16739
Margarine,Matière grasse ou graisse végétale solide (type margarine) pour friture,Végétaline,Margarine,"Solid vegetable fat (margarine type), for frying",en:margarine,16080
Margarine,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux",Margarine,Margarine,"Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted",en:margarine,16741
Maroilles,Maroilles laitier,Maroilles,Maroilles,"Maroilles ""laitier"" cheese",en:maroilles,12029
Maroilles,Maroilles fermier,Maroilles,Maroilles,"Maroilles ""fermier"" cheese",en:maroilles,12030
Maroilles,"Maroilles, sans précision",Maroilles,Maroilles,"Maroilles cheese, from cow's milk",en:maroilles,12036
Vin marsala,Marsala,Marsala,Marsala wine,Marsala wine,en:marsala-wine,1015
Massepain,"Pâte d'amande, préemballée","Pâte d'amande, préemballée",Marzipan,"Almond paste or marzipan, prepacked",en:marzipan,15201
Mascarpone,Mascarpone,Mascarpone,Mascarpone,"Mascarpone cheese, from cow's milk",en:mascarpone,19584
Mayonnaise,Mayonnaise (70% MG min.),Mayonnaise,Mayonnaise,Mayonnaise (70% fat and more),en:mayonnaise,11054
Mayonnaise,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,Mayonnaise allégée,Mayonnaise,"Mayonnaise, reduced fat or light mayonnaise",en:mayonnaise,11079
Viande,"Agneau, viande, cuite (aliment moyen)",Agneau,Meat,"Lamb, meat, cooked (average)",en:meat,21523
Viande,"Mouton, viande, crue","Mouton, viande, crue",Meat,"Mutton, meat, raw",en:meat,21001
Viande,"Lièvre, viande crue","Lièvre, viande crue",Meat,"Hare, meat, raw",en:meat,14004
Viande,"Cheval, viande, crue","Cheval, viande, crue",Meat,"Horse, meat, raw",en:meat,6900
Viande,"Viande blanche, cuite (aliment moyen)",Viande blanche,Meat,"white meat, cooked (average)",en:meat,6584
Viande,"Veau, viande, cuite (aliment moyen)",Veau,Meat,"Veal, meat, cooked (average)",en:meat,6564
Viande,Viande cuite (aliment moyen),Viande,Meat,"Meat, cooked (average)",en:meat,6999
Viande,"Viande rouge, cuite (aliment moyen)",Viande rouge,Meat,"Red meat, cooked (average)",en:meat,6585
Viande séparée mécaniquement de dinde,"Dinde, viande, crue","Dinde, viande, crue",Mechanically separated meat of turkey,"Turkey, meat, raw",en:mechanically-separated-meat-of-turkey,36301
Moule méditerranéenne,"Moule de Méditerranée, crue","Moule de Méditerranée, crue",Mediterranean mussel,"Mediterranean mussel, raw",en:mediterranean-mussel,10026
Melon,"Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru",Melon,Melon,"Melon, cantaloupe (ex Cavaillon or Charentais melon), pulp, raw",en:melon,13026
Melon,"Melon miel ou melon honeydew, pulpe, cru",Melon miel,Melon,"Melon, honeydew, pulp, raw",en:melon,13742
Fromage fondu,Fromage à pâte pressée cuite (aliment moyen),Fromage,Melted cheese,Hard cheese (average),en:melted-cheese,12100
Fromage fondu,Fromage fondu en portions ou en cubes environ 20% MG,Vache qui rit,Melted cheese,"Processed cheese, around 20% fat, in wedges or cubes",en:melted-cheese,12310
Fromage fondu,"Fromage fondu double crème, environ 31% MG","Kiri, Samos",Melted cheese,"Processed cheese, double cream, around 31% fat",en:melted-cheese,12320
Fromage fondu,Fromage fondu en tranchettes,Toastinette,Melted cheese,"Processed cheese, in slices",en:melted-cheese,12300
Fromage fondu,Fromage (aliment moyen),Fromage,Melted cheese,Cheese (average),en:melted-cheese,12999
Merguez,"Merguez, porc et bœuf, crue","Merguez, porc et bœuf, crue",Merguez,"Merguez sausage, pork and beef, raw",en:merguez,30153
Merguez,"Merguez, bœuf, mouton et porc, crue","Merguez, bœuf, mouton et porc, crue",Merguez,"Merguez sausage, beef, mutton and pork, raw",en:merguez,30154
Merguez,"Merguez, boeuf et mouton, crue","Merguez, boeuf et mouton, crue",Merguez,"Merguez sausage, beef and mutton, raw",en:merguez,30156
Merguez,"Merguez, crue","Merguez, crue",Merguez,"Merguez sausage, raw",en:merguez,30150
Merguez,"Merguez, pur bœuf, crue","Merguez, pur bœuf, crue",Merguez,"Merguez sausage, pure beef, raw",en:merguez,30152
,Kéfir,Kéfir,Mild kefir,Kefir,en:mild-kefir,19865
,Kéfir,Kéfir,Mild whole kefir,Kefir,en:mild-whole-kefir,19865
Yaourt doux,Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen),Yaourt,Mild yogurt,"Yoghurt, plain or fruit (average)",en:mild-yogurt,19624
Lait,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",Lait,Milk,"Milk, fat content unknown, UHT sterilized",en:milk,19039
Chocolat au lait,"Chocolat au lait, tablette",Chocolat au lait,Milk chocolate,Milk chocolate bar,en:milk-chocolate,31004
Lait origine france,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",Lait,Milk from France,"Milk, fat content unknown, UHT sterilized",en:milk-from-france,19039
Lait en poudre,"Lait en poudre, demi-écrémé","Lait en poudre, demi-écrémé",Milk powder,"Milk, powder, semi-skimmed",en:milk-powder,19044
Lait en poudre,"Lait en poudre, entier","Lait en poudre, entier",Milk powder,"Milk, powder, whole",en:milk-powder,19021
Lait en poudre,"Lait en poudre, écrémé","Lait en poudre, écrémé",Milk powder,"Milk, powder, skimmed",en:milk-powder,19054
Cacahuètes grillées moulues,"Cacahuète, grillée, salée","Cacahuète, grillée, salée",Milled roasted peanuts,"Peanut, grilled, salted",en:milled-roasted-peanuts,15002
Farine de millet,Farine de millet,Farine de millet,Millet flour,Millet flour,en:millet-flour,9555
Eau minérale,"Eau minérale, plate (aliment moyen)",Eau minérale,Mineral water,"Water, mineral, non-carbonated, bottled (average)",en:mineral-water,18045
Menthe,"Menthe, fraîche",Menthe,Mint,"Mint, fresh",en:mint,11027
Feuilles de menthe,"Menthe, fraîche",Menthe,Mint leaves,"Mint, fresh",en:mint-leaf,11027
Amidon transformé de maïs,Amidon de maïs ou fécule de maïs,Maizéna,Modified corn starch,Maize/corn starch,en:modified-corn-starch,9510
Huile de palme modifiée,Huile de palme raffinée,Huile de palme raffinée,Modified palm oil,"Palm oil, refined",en:modified-palm-oil,16150
